Binomial,bm_g,bs_cm,,,,
Aethopyga_nipalensis,6.93,0.84,,,,
Aethopyga_primigenia,7.40,0.87,,,,
Aethopyga_pulcherrima,6.59,0.82,,,,
Aethopyga_saturata,5.82,0.76,,,,
Aethopyga_shelleyi,4.47,0.65,,,,
Aethopyga_siparaja,7.53,0.88,,,,
Aethopyga_temminckii,5.80,0.76,,,,
Aethopyga_vigorsii,8.15,0.91,,,,
Aetobatus_flagellum,13900.00,4.14,,,,
Aetobatus_narinari,121000.00,5.08,,,,
Aetobatus_narutobiei,32200.00,4.51,,,,
Aetobatus_ocellatus,200000.00,5.30,,,,
Afrixalus_fulvovittatus,1.25,0.10,,,,
Afroablepharus_duruarum,1.64,0.21,,,,
Afroablepharus_maculicollis,0.60,-0.22,,,,
Afroablepharus_seydeli,0.95,-0.02,,,,
Afroablepharus_tancredi,0.35,-0.46,,,,
Afroablepharus_wahlbergi,1.16,0.06,,,,
Afroablepharus_wilsoni,0.24,-0.62,,,,
Afroedura_africana,5.53,0.74,,,,
Afroedura_amatolica,4.59,0.66,,,,
Afroedura_bogerti,2.70,0.43,,,,
Afroedura_hawequensis,11.76,1.07,,,,
Afroedura_karroica,5.58,0.75,,,,
Afroedura_nivaria,6.05,0.78,,,,
Afroedura_pondolia,9.11,0.96,,,,
Afroedura_tembulica,3.95,0.60,,,,
Afroedura_transvaalica,8.10,0.91,,,,
Afrogecko_ansorgii,1.99,0.30,,,,
Afrogecko_porphyreus,2.18,0.34,,,,
Afrogecko_swartbergensis,9.46,0.98,,,,
Afropavo_congensis,1262.98,3.10,,,,
Afrotis_afra,689.00,2.84,,,,
Afrotis_afraoides,722.50,2.86,,,,
Afrotyphlops_angolensis,37.00,1.57,,,,
Afrotyphlops_brevis,1.00,0.00,,,,
Afrotyphlops_congestus,131.00,2.12,,,,
Afrotyphlops_liberiensis,131.00,2.12,,,,
Afrotyphlops_lineolatus,67.00,1.83,,,,
Afrotyphlops_mucruso,1.00,0.00,,,,
Afrotyphlops_punctatus,131.00,2.12,,,,
Afrotyphlops_schlegelii,1.00,0.00,,,,
Afrotyphlops_tanganicanus,67.00,1.83,,,,
Afurcagobius_tamarensis,16.70,1.22,,,,
Agalmaceros_spp.,60000.00,4.78,,,,
Agalychnis_annae,74.00,1.87,,,,
Agalychnis_callidryas,12.00,1.08,,,,
Agalychnis_dacnicolor,71.00,1.85,,,,
Agalychnis_moreletii,31.00,1.49,,,,
Agalychnis_saltator,47.00,1.67,,,,
Agalychnis_spurrelli,70.00,1.85,,,,
Agama_aculeata,25.68,1.41,,,,
Agama_africana,100.00,2.00,,,,
Agama_agama,81.64,1.91,,,,
Agama_anchietae,63.27,1.80,,,,
Agama_armata,16.82,1.23,,,,
Agama_atra,63.27,1.80,,,,
Agama_bocourti,12.13,1.08,,,,
Agama_boensis,100.00,2.00,,,,
Agama_bottegi,40.15,1.60,,,,
Agama_boueti,24.85,1.40,,,,
Agama_boulengeri,25.58,1.41,,,,
Agama_caudospinosa,75.43,1.88,,,,
Agama_cornii,3.03,0.48,,,,
Agama_doriae,66.81,1.82,,,,
Agama_etoshae,10.03,1.00,,,,
Agama_gracilimembris,4.60,0.66,,,,
Agama_hartmanni,10.03,1.00,,,,
Agama_hispida,33.85,1.53,,,,
Agama_impalearis,58.10,1.76,,,,
Agama_insularis,8.18,0.91,,,,
Agama_kaimosae,100.00,2.00,,,,
Agama_kirkii,35.41,1.55,,,,
Agama_lionotus,100.00,2.00,,,,
Agama_mehelyi,8.18,0.91,,,,
Agama_montana,15.54,1.19,,,,
Agama_mossambica,40.15,1.60,,,,
Agama_mwanzae,60.08,1.78,,,,
Agama_paragama,29.42,1.47,,,,
Agama_persimilis,14.51,1.16,,,,
Agama_planiceps,74.60,1.87,,,,
Agama_robecchii,59.36,1.77,,,,
Agama_rueppelli,21.99,1.34,,,,
Agama_sankaranica,8.18,0.91,,,,
Agama_spinosa,73.19,1.86,,,,
Agama_turuensis,74.65,1.87,,,,
Agama_weidholzi,4.94,0.69,,,,
Agamia_agami,550.77,2.74,,,,
Agamura_femoralis,5.05,0.70,,,,
Agamura_misonnei,10.95,1.04,,,,
Agamura_persica,6.33,0.80,,,,
Agapornis_canus,30.27,1.48,,,,
Agapornis_fischeri,48.77,1.69,,,,
Agapornis_fisheri,53.00,1.72,,,,
Agapornis_lilianae,38.20,1.58,,,,
Agapornis_nigrigenis,40.48,1.61,,,,
Agapornis_personatus,52.45,1.72,,,,
Agapornis_pullarius,41.58,1.62,,,,
Agapornis_roseicollis,55.55,1.74,,,,
Agapornis_swindernianus,40.25,1.60,,,,
Agapornis_taranta,60.49,1.78,,,,
Agelaioides_badius,44.58,1.65,,,,
Agelaioides_oreopsar,71.05,1.85,,,,
Agelaius_assimilis,49.47,1.69,,,,
Agelaius_cyanopus,37.60,1.58,,,,
Agelaius_flavus,43.00,1.63,,,,
Agelaius_humeralis,36.34,1.56,,,,
Agelaius_icterocephalus,35.50,1.55,,,,
Agelaius_phoeniceus,54.07,1.73,,,,
Agelaius_phoeniceus_phoeniceus,45.36,1.66,,,,
Agelaius_ruficapillus,38.00,1.58,,,,
Agelaius_thilius,31.70,1.50,,,,
Agelaius_tricolor,60.05,1.78,,,,
Agelaius_xanthomus,38.40,1.58,,,,
Agelaius_xanthophthalmus,45.10,1.65,,,,
Agelastes_meleagrides,815.00,2.91,,,,
Agelastes_niger,700.00,2.85,,,,
Agelasticus_cyanopus,34.76,1.54,,,,
Agelasticus_thilius,31.60,1.50,,,,
Agelasticus_xanthophthalmus,45.10,1.65,,,,
Ageneiosus_inermis,2500.00,3.40,,,,
Agkistrodon_bilineatus,1015.09,3.01,,,,
Agkistrodon_contortrix,949.95,2.98,,,,
Agkistrodon_halys,114.50,2.06,,,,
Agkistrodon_piscivorus,2162.06,3.33,,,,
Aglaeactis_aliciae,7.80,0.89,,,,
Aglaeactis_castelnaudii,6.82,0.83,,,,
Aglaeactis_cupripennis,7.71,0.89,,,,
Aglaeactis_pamela,5.57,0.75,,,,
Aglaiocercus_berlepschi,4.97,0.70,,,,
Aglaiocercus_coelestis,6.35,0.80,,,,
Aglaiocercus_kingi,5.08,0.71,,,,
Aglaiocercus_kingii,4.90,0.69,,,,
Agonus_cataphractus,8.00,0.90,,,,
Agouti_paca,7396.55,3.87,,,,
Agouti_taczanowskii,8970.77,3.95,,,,
Agriornis_albicauda,53.00,1.72,,,,
Agriornis_lividus,101.24,2.01,,,,
Agriornis_microptera,75.00,1.88,,,,
Agriornis_micropterus,67.72,1.83,,,,
Agriornis_montana,68.00,1.83,,,,
Agriornis_montanus,63.48,1.80,,,,
Agriornis_murina,32.00,1.51,,,,
Agriornis_murinus,29.89,1.48,,,,
Agropsar_sturninus,49.33,1.69,,,,
Agyrtria_brevirostris,4.30,0.63,,,,
Agyrtria_candida,4.30,0.63,,,,
Agyrtria_cyanocephala,7.00,0.85,,,,
Agyrtria_franciae,5.00,0.70,,,,
Agyrtria_leucogaster,5.40,0.73,,,,
Agyrtria_versicolor,4.10,0.61,,,,
Agyrtria_violiceps,5.80,0.76,,,,
Agyrtria_viridifrons,6.30,0.80,,,,
Ahaetulla_fasciolata,1060.09,3.03,,,,
Ahaetulla_mycterizans,484.09,2.68,,,,
Ahaetulla_nasuta,789.94,2.90,,,,
Ahaetulla_prasina,2974.05,3.47,,,,
Ailuroedus_buccoides,140.75,2.15,,,,
Ailuroedus_crassirostris,210.64,2.32,,,,
Ailuroedus_melanotis,183.22,2.26,,,,
Ailuronyx_seychellensis,33.52,1.53,,,,
Ailuronyx_tachyscopaeus,12.60,1.10,,,,
Ailuronyx_trachygaster,97.28,1.99,,,,
Ailuropoda_melanoleuca,80673.96,4.91,,,,
Ailurops_melanotis,8500.00,3.93,,,,
Ailurops_ursinus,9625.00,3.98,,,,
Ailurus_fulgens,3879.98,3.59,,,,
Aimophila_aestivalis,20.38,1.31,,,,
Aimophila_botterii,21.47,1.33,,,,
Aimophila_carpalis,15.90,1.20,,,,
Aimophila_cassinii,20.05,1.30,,,,
Aimophila_humeralis,24.95,1.40,,,,
Aimophila_mystacalis,22.35,1.35,,,,
Aimophila_notosticta,27.10,1.43,,,,
Aimophila_quinquestriata,19.92,1.30,,,,
Aimophila_rufescens,35.71,1.55,,,,
Aimophila_ruficauda,29.10,1.46,,,,
Aimophila_ruficeps,19.47,1.29,,,,
Aimophila_stolzmanni,25.62,1.41,,,,
Aimophila_strigiceps,22.95,1.36,,,,
Aimophila_sumichrasti,29.44,1.47,,,,
Aipysurus_apraefrontalis,703.80,2.85,,,,
Aipysurus_duboisii,665.79,2.82,,,,
Aipysurus_eydouxii,511.89,2.71,,,,
Aipysurus_foliosquama,476.00,2.68,,,,
Aipysurus_laevis,3113.00,3.49,,,,
Aix_galericulata,582.10,2.76,,,,
Aix_sponsa,682.93,2.83,,,,
Ajaia_ajaja,1255.64,3.10,,,,
Akialoa_ellisiana,27.50,1.44,,,,
Akialoa_obscura,27.50,1.44,,,,
Akodon_aerosus,59.32,1.77,,,,
Akodon_affinis,24.93,1.40,,,,
Akodon_albiventer,23.95,1.38,,,,
Akodon_aliquantulus,29.02,1.46,,,,
Akodon_azarae,23.15,1.36,,,,
Akodon_bogotensis,12.98,1.11,,,,
Akodon_boliviensis,27.07,1.43,,,,
Akodon_budini,26.90,1.43,,,,
Akodon_cursor,39.81,1.60,,,,
Akodon_dayi,33.16,1.52,,,,
Akodon_dolores,41.23,1.62,,,,
Akodon_fumeus,23.28,1.37,,,,
Akodon_illuteus,47.82,1.68,,,,
Akodon_iniscatus,28.72,1.46,,,,
Akodon_juninensis,38.98,1.59,,,,
Akodon_kempi,26.37,1.42,,,,
Akodon_kofordi,29.50,1.47,,,,
Akodon_lanosus,32.45,1.51,,,,
Akodon_latebricola,38.98,1.59,,,,
Akodon_leucolimnaeus,31.32,1.50,,,,
Akodon_lindberghi,26.39,1.42,,,,
Akodon_longipilis,31.79,1.50,,,,
Akodon_lutescens,20.69,1.32,,,,
Akodon_mansoensis,38.97,1.59,,,,
Akodon_mimus,23.99,1.38,,,,
Akodon_molinae,27.74,1.44,,,,
Akodon_mollis,30.37,1.48,,,,
Akodon_montensis,28.18,1.45,,,,
Akodon_mystax,23.40,1.37,,,,
Akodon_neocenus,42.09,1.62,,,,
Akodon_nigrita,19.92,1.30,,,,
Akodon_oenos,34.99,1.54,,,,
Akodon_olivaceus,27.40,1.44,,,,
Akodon_orophilus,38.37,1.58,,,,
Akodon_paranaensis,29.81,1.47,,,,
Akodon_pervalens,35.16,1.55,,,,
Akodon_puer,20.76,1.32,,,,
Akodon_reigi,29.81,1.47,,,,
Akodon_sanborni,24.65,1.39,,,,
Akodon_sanctipaulensis,27.16,1.43,,,,
Akodon_serrensis,28.28,1.45,,,,
Akodon_siberiae,34.61,1.54,,,,
Akodon_simulator,42.17,1.63,,,,
Akodon_spegazzinii,28.48,1.45,,,,
Akodon_subfuscus,29.95,1.48,,,,
Akodon_surdus,38.98,1.59,,,,
Akodon_sylvanus,38.98,1.59,,,,
Akodon_toba,49.61,1.70,,,,
Akodon_torques,38.37,1.58,,,,
Akodon_urichi,40.38,1.61,,,,
Akodon_varius,39.23,1.59,,,,
Akodon_xanthorhinus,21.33,1.33,,,,
Alaemon_alaudipes,43.97,1.64,,,,
Alaemon_hamertoni,40.50,1.61,,,,
Alauda_arvensis,38.60,1.59,,,,
Alauda_gulgula,27.16,1.43,,,,
Alauda_japonica,31.75,1.50,,,,
Alauda_razae,21.98,1.34,,,,
Albatrossia_pectoralis,86000.00,4.93,,,,
Albertosaurus_,2500000.00,6.40,,,,
Albertosaurus_libratus,2465000.00,6.39,,,,
Albertosaurus_sarcophagus,2650742.00,6.42,,,,
Albula_glossodonta,8610.00,3.94,,,,
Albula_vulpes,10000.00,4.00,,,,
Alburnoides__prespensis,5.40,0.73,,,,
Alburnoides_bipunctatus,30.00,1.48,,,,
Alburnoides_prespensis,5.40,0.73,,,,
Alburnus_alburnus,60.00,1.78,,,,
Alburnus_arborella,18.60,1.27,,,,
Alburnus_belvica,26.39,1.42,,,,
Alca_torda,702.47,2.85,,,,
Alcedo_argentata,19.48,1.29,,,,
Alcedo_atthis,33.63,1.53,,,,
Alcedo_atthis_atthis,33.00,1.52,,,,
Alcedo_atthis_ispida,35.80,1.55,,,,
Alcedo_azurea,36.25,1.56,,,,
Alcedo_coerulescens,27.59,1.44,,,,
Alcedo_cristata,17.20,1.24,,,,
Alcedo_cyanopectus,21.50,1.33,,,,
Alcedo_euryzona,44.92,1.65,,,,
Alcedo_hercules,27.59,1.44,,,,
Alcedo_leucogaster,14.63,1.17,,,,
Alcedo_meninting,21.09,1.32,,,,
Alcedo_pusilla,13.93,1.14,,,,
Alcedo_quadribrachys,36.21,1.56,,,,
Alcedo_semitorquata,45.21,1.66,,,,
Alcedo_vintsioides,21.22,1.33,,,,
Alcedo_websteri,61.66,1.79,,,,
Alcelaphus_buselaphus,127855.48,5.11,,,,
Alcelaphus_caama,172079.21,5.24,,,,
Alcelaphus_lichtensteinii,136386.96,5.13,,,,
Alces_alces,294764.81,5.47,,,,
Alces_americanus,401276.26,5.60,,,,
Alces_latifrons,850455.22,5.93,,,,
Alcippe_brunnea,17.98,1.25,,,,
Alcippe_brunneicauda,14.63,1.17,,,,
Alcippe_castaneceps,15.50,1.19,,,,
Alcippe_chrysotis,5.50,0.74,,,,
Alcippe_cinerea,11.00,1.04,,,,
Alcippe_cinereiceps,10.00,1.00,,,,
Alcippe_danisi,13.16,1.12,,,,
Alcippe_davidi,15.10,1.18,,,,
Alcippe_dubia,15.33,1.19,,,,
Alcippe_formosana,10.00,1.00,,,,
Alcippe_fratercula,15.10,1.18,,,,
Alcippe_grotei,14.53,1.16,,,,
Alcippe_hueti,15.10,1.18,,,,
Alcippe_klossi,13.25,1.12,,,,
Alcippe_ludlowi,10.50,1.02,,,,
Alcippe_manipurensis,10.00,1.00,,,,
Alcippe_morrisonia,15.57,1.19,,,,
Alcippe_nipalensis,17.20,1.24,,,,
Alcippe_peracensis,15.31,1.18,,,,
Alcippe_poioicephala,21.40,1.33,,,,
Alcippe_pyrrhoptera,13.16,1.12,,,,
Alcippe_ruficapilla,13.16,1.12,,,,
Alcippe_rufogularis,13.16,1.12,,,,
Alcippe_striaticollis,13.16,1.12,,,,
Alcippe_variegaticeps,13.16,1.12,,,,
Alcippe_vinipectus,12.48,1.10,,,,
Aldabrachelys_gigantea,117200.00,5.07,,,,
Aldrichetta_forsteri,950.00,2.98,,,,
Aleadryas_rufinucha,41.28,1.62,,,,
Alectis_alexandrina,3170.00,3.50,,,,
Alectis_indica,25000.00,4.40,,,,
Alectoris_barbara,417.74,2.62,,,,
Alectoris_chukar,548.86,2.74,,,,
Alectoris_chukar_pubescens,565.00,2.75,,,,
Alectoris_graeca,652.48,2.81,,,,
Alectoris_magna,610.96,2.79,,,,
Alectoris_melanocephala,646.19,2.81,,,,
Alectoris_philbyi,441.00,2.64,,,,
Alectoris_rufa,521.94,2.72,,,,
Alectroenas_madagascariensis,183.42,2.26,,,,
Alectroenas_pulcherrima,167.00,2.22,,,,
Alectroenas_pulcherrimus,165.00,2.22,,,,
Alectroenas_sganzini,161.38,2.21,,,,
Alectrurus_risora,25.00,1.40,,,,
Alectrurus_tricolor,16.00,1.20,,,,
Alectura_lathami,2489.99,3.40,,,,
Alepes_djedaba,122.00,2.09,,,,
Alepisaurus_ferox,9000.00,3.95,,,,
Alepocephalus_bairdii,1515.60,3.18,,,,
Alepocephalus_rostratus,906.25,2.96,,,,
Alestes_baremoze,500.00,2.70,,,,
Alestes_dentex,600.00,2.78,,,,
Alethe_castanea,35.03,1.54,,,,
Alethe_choloensis,41.30,1.62,,,,
Alethe_diademata,34.32,1.54,,,,
Alethe_fuelleborni,53.45,1.73,,,,
Alethe_poliocephala,29.45,1.47,,,,
Alethe_poliocephala_compsonota,46.20,1.66,,,,
Alethe_poliocephala_nandensis,32.50,1.51,,,,
Alethe_poliophrys,36.80,1.57,,,,
Algyroides_fitzingeri,2.05,0.31,,,,
Algyroides_marchi,2.81,0.45,,,,
Algyroides_moreoticus,2.79,0.45,,,,
Algyroides_nigropunctatus,6.09,0.78,,,,
Alinea_pergravis,16.78,1.22,,,,
Alionycteris_paucidentata,16.21,1.21,,,,
Alipiopsitta_xanthops,246.14,2.39,,,,
Alisterus_amboinensis,156.50,2.19,,,,
Alisterus_chloropterus,156.00,2.19,,,,
Alisterus_scapularis,245.79,2.39,,,,
Allactaga_balikunica,93.08,1.97,,,,
Allactaga_bullata,89.35,1.95,,,,
Allactaga_elater,58.88,1.77,,,,
Allactaga_euphratica,188.69,2.28,,,,
Allactaga_firouzi,92.39,1.97,,,,
Allactaga_hotsoni,76.50,1.88,,,,
Allactaga_major,350.00,2.54,,,,
Allactaga_severtzovi,159.00,2.20,,,,
Allactaga_sibirica,112.50,2.05,,,,
Allactaga_tetradactyla,52.05,1.72,,,,
Allactaga_vinogradovi,74.61,1.87,,,,
Allactaga_williamsi,174.37,2.24,,,,
Allactodipus_bobrinskii,65.30,1.81,,,,
Alle_alle,161.81,2.21,,,,
Alle_alle_alle,171.00,2.23,,,,
Alle_alle_polaris,202.00,2.31,,,,
Allenia_fusca,94.91,1.98,,,,
Allenopithecus_nigroviridis,3914.71,3.59,,,,
Alligator_mississippiensis,445619.77,5.65,,,,
Alligator_sinensis,14600.00,4.16,,,,
Allobates_femoralis,4.10,0.61,,,,
Allobates_trilineatus,0.54,-0.27,,,,
Allocareproctus_jordani,730.00,2.86,,,,
Allocebus_trichotis,76.15,1.88,,,,
Allochrocebus_lhoesti,5500.00,3.74,,,,
Allochrocebus_preussi,4525.00,3.66,,,,
Allochrocebus_solatus,6350.00,3.80,,,,
Allocricetulus_curtatus,39.27,1.59,,,,
Allocricetulus_eversmanni,115.56,2.06,,,,
Allocyttus_folletti,1300.00,3.11,,,,
"Allocyttus_niger_James,",1500.00,3.18,,,,
Allocyttus_verrucosus,2000.00,3.30,,,,
Allophryne_ruthveni,31.00,1.49,,,,
Allosaurus_,1500000.00,6.18,,,,
Allothunnus_fallai,13700.00,4.14,,,,
Alopecoenas__xanthonurus,140.00,2.15,,,,
Alopex_lagopus,4257.62,3.63,,,,
Alophoixus_affinis,41.25,1.62,,,,
Alophoixus_bres,38.25,1.58,,,,
Alophoixus_finschii,24.44,1.39,,,,
Alophoixus_flaveolus,49.01,1.69,,,,
Alophoixus_frater,36.35,1.56,,,,
Alophoixus_ochraceus,44.32,1.65,,,,
Alophoixus_pallidus,48.08,1.68,,,,
Alophoixus_phaeocephalus,34.67,1.54,,,,
Alopias_superciliosus,213265.00,5.33,,,,
Alopias_vulpinus,176915.00,5.25,,,,
Alopochelidon_fucata,13.98,1.15,,,,
Alopochen_aegyptiaca,1879.60,3.27,,,,
Alopochen_aegyptiacus,1856.21,3.27,,,,
Alopochen_aegyptiana,1950.00,3.29,,,,
Alopoglossus_andeanus,4.60,0.66,,,,
Alopoglossus_angulatus,4.72,0.67,,,,
Alopoglossus_atriventris,3.33,0.52,,,,
Alopoglossus_buckleyi,3.23,0.51,,,,
Alopoglossus_copii,8.00,0.90,,,,
Alopoglossus_festae,4.86,0.69,,,,
Alopoglossus_lehmanni,0.77,-0.11,,,,
Alosa_aestivalis,200.00,2.30,,,,
Alosa_agone,760.00,2.88,,,,
Alosa_alosa,1816.67,3.26,,,,
Alosa_caspia,84.00,1.92,,,,
Alosa_caspia_caspia,120.00,2.08,,,,
Alosa_chrysochloris,1700.00,3.23,,,,
Alosa_fallax,1050.00,3.02,,,,
Alosa_immaculata,335.00,2.53,,,,
Alosa_kessleri,1200.00,3.08,,,,
Alosa_macedonica,600.00,2.78,,,,
Alosa_pseudoharengus,200.00,2.30,,,,
Alosa_sapidissima,5500.00,3.74,,,,
Alosa_saposchnikowii,469.00,2.67,,,,
Alouatta_arctoidea,6370.00,3.80,,,,
Alouatta_belzebul,6316.28,3.80,,,,
Alouatta_caraya,4718.87,3.67,,,,
Alouatta_coibensis,5989.60,3.78,,,,
Alouatta_discolor,6370.00,3.80,,,,
Alouatta_fusca,7981.09,3.90,,,,
Alouatta_guariba,5258.66,3.72,,,,
Alouatta_macconnelli,6362.79,3.80,,,,
Alouatta_nigerrima,6309.32,3.80,,,,
Alouatta_palliata,5313.45,3.73,,,,
Alouatta_pigra,6877.47,3.84,,,,
Alouatta_sara,6579.10,3.82,,,,
Alouatta_seniculus,5254.67,3.72,,,,
Alouatta_ululata,4700.00,3.67,,,,
Alsophis_antiguae,116.80,2.07,,,,
Alsophylax_boehmei,1.32,0.12,,,,
Alsophylax_laevis,1.01,0.00,,,,
Alsophylax_loricatus,0.66,-0.18,,,,
Alsophylax_pipiens,1.39,0.14,,,,
Alsophylax_przewalskii,0.87,-0.06,,,,
Alsophylax_szczerbaki,0.51,-0.29,,,,
Alsophylax_tadjikiensis,0.75,-0.12,,,,
Alsophylax_tokobajevi,2.63,0.42,,,,
Alticola_albicaudus,34.53,1.54,,,,
Alticola_argentatus,37.73,1.58,,,,
Alticola_barakshin,33.60,1.53,,,,
Alticola_lemminus,33.56,1.53,,,,
Alticola_macrotis,36.00,1.56,,,,
Alticola_montosa,35.27,1.55,,,,
Alticola_olchonensis,37.33,1.57,,,,
Alticola_roylei,36.46,1.56,,,,
Alticola_semicanus,34.70,1.54,,,,
Alticola_stoliczkanus,29.81,1.47,,,,
Alticola_strelzowi,39.26,1.59,,,,
Alticola_tuvinicus,33.32,1.52,,,,
Altolamprologus_compressiceps,9.20,0.96,,,,
Aluterus_monoceros,2710.00,3.43,,,,
Aluterus_scriptus,1329.00,3.12,,,,
Alytes_cisternasii,6.10,0.79,,,,
Alytes_muletensis,2.31,0.36,,,,
Alytes_obstetricans,13.40,1.13,,,,
Amadina_erythrocephala,24.70,1.39,,,,
Amadina_fasciata,21.45,1.33,,,,
Amalocichla_incerta,31.61,1.50,,,,
Amalocichla_sclateriana,34.00,1.53,,,,
Amalosia_lesueurii,4.71,0.67,,,,
Amandava_amandava,9.57,0.98,,,,
Amandava_amandava_flavidiventris,9.50,0.98,,,,
Amandava_formosa,8.30,0.92,,,,
Amandava_subflava,8.04,0.91,,,,
Amapasaurus_tetradactylus,0.28,-0.55,,,,
Amastridium_veliferum,144.70,2.16,,,,
Amatitlania_nigrofasciata,35.30,1.55,,,,
Amaurocichla_bocagei,7.00,0.85,,,,
Amaurolimnas_concolor,133.00,2.12,,,,
Amaurornis_akool,144.80,2.16,,,,
Amaurornis_bicolor,157.35,2.20,,,,
Amaurornis_flavirostra,99.78,2.00,,,,
Amaurornis_isabellina,166.18,2.22,,,,
Amaurornis_magnirostris,168.60,2.23,,,,
Amaurornis_moluccana,207.95,2.32,,,,
Amaurornis_olivacea,295.00,2.47,,,,
Amaurornis_olivaceus,177.00,2.25,,,,
Amaurornis_olivieri,157.35,2.20,,,,
Amaurornis_phoenicurus,197.17,2.29,,,,
Amaurospiza_carrizalensis,13.48,1.13,,,,
Amaurospiza_concolor,14.15,1.15,,,,
Amaurospiza_moesta,14.09,1.15,,,,
Amazilia_alticola,5.00,0.70,,,,
Amazilia_amabilis,3.89,0.59,,,,
Amazilia_amazilia,4.19,0.62,,,,
Amazilia_beryllina,4.65,0.67,,,,
Amazilia_boucardi,4.50,0.65,,,,
Amazilia_brevirostris,4.38,0.64,,,,
Amazilia_candida,3.75,0.57,,,,
Amazilia_castaneiventris,5.00,0.70,,,,
Amazilia_chionogaster,5.07,0.71,,,,
Amazilia_cyanifrons,5.00,0.70,,,,
Amazilia_cyanocephala,5.38,0.73,,,,
Amazilia_cyanura,4.05,0.61,,,,
Amazilia_decora,4.45,0.65,,,,
Amazilia_edward,4.68,0.67,,,,
Amazilia_fimbriata,4.90,0.69,,,,
Amazilia_franciae,4.95,0.69,,,,
Amazilia_lactea,5.00,0.70,,,,
Amazilia_leucogaster,4.68,0.67,,,,
Amazilia_luciae,4.78,0.68,,,,
Amazilia_rosenbergi,3.57,0.55,,,,
Amazilia_rutila,4.99,0.70,,,,
Amazilia_rutila_graysoni,6.10,0.79,,,,
Amazilia_saucerottei,4.50,0.65,,,,
Amazilia_saucerrottei,4.53,0.66,,,,
Amazilia_tobaci,4.71,0.67,,,,
Amazilia_tzacatl,5.15,0.71,,,,
Amazilia_versicolor,4.10,0.61,,,,
Amazilia_violiceps,5.10,0.71,,,,
Amazilia_viridicauda,5.98,0.78,,,,
Amazilia_viridifrons,5.85,0.77,,,,
Amazilia_viridigaster,3.85,0.59,,,,
Amazilia_wagneri,5.85,0.77,,,,
Amazilia_yucatanensis,4.17,0.62,,,,
Amazona_aestiva,425.17,2.63,,,,
Amazona_agilis,214.83,2.33,,,,
Amazona_albifrons,219.00,2.34,,,,
Amazona_amazonica,403.00,2.61,,,,
Amazona_arausiaca,327.37,2.52,,,,
Amazona_auropalliata,454.55,2.66,,,,
Amazona_autumnalis,414.50,2.62,,,,
Amazona_barbadensis,258.85,2.41,,,,
Amazona_brasiliensis,384.64,2.59,,,,
Amazona_collaria,187.00,2.27,,,,
Amazona_diadema,411.49,2.61,,,,
Amazona_dufresniana,595.33,2.77,,,,
Amazona_farinosa,654.63,2.82,,,,
Amazona_festiva,430.00,2.63,,,,
Amazona_finschi,305.33,2.48,,,,
Amazona_guildingii,724.00,2.86,,,,
Amazona_imperialis,327.37,2.52,,,,
Amazona_kawalli,327.37,2.52,,,,
Amazona_leucocephala,267.06,2.43,,,,
Amazona_mercenaria,340.00,2.53,,,,
Amazona_mercenarius,340.00,2.53,,,,
Amazona_ochrocephala,481.35,2.68,,,,
Amazona_oratrix,476.26,2.68,,,,
Amazona_pretrei,290.65,2.46,,,,
Amazona_rhodocorytha,495.28,2.69,,,,
Amazona_tresmariae,434.83,2.64,,,,
Amazona_tucumana,268.33,2.43,,,,
Amazona_ventralis,221.15,2.34,,,,
Amazona_versicolor,796.75,2.90,,,,
Amazona_vinacea,263.33,2.42,,,,
Amazona_viridigenalis,324.00,2.51,,,,
Amazona_vittata,290.76,2.46,,,,
Amazona_xantholora,221.83,2.35,,,,
Amazonetta_brasiliensis,449.72,2.65,,,,
Ambassis_ambassis,58.40,1.77,,,,
Ambassis_gymnocephalus,65.23,1.81,,,,
Ambassis_interrupta,12.00,1.08,,,,
Amblonyx_cinereus,2199.36,3.34,,,,
Ambloplites_ariommus,820.00,2.91,,,,
Ambloplites_cavifrons,620.00,2.79,,,,
Ambloplites_constellatus,450.00,2.65,,,,
Ambloplites_rupestris,1360.00,3.13,,,,
Amblycercus_holosericeus,69.50,1.84,,,,
Amblychaeturichthys_hexanema,2.37,0.37,,,,
Amblychaeturichthys_sciistius,0.69,-0.16,,,,
Amblycirrhitus_bimacula,7.90,0.90,,,,
Amblyeleotris_guttata,8.85,0.95,,,,
Amblyeleotris_japonica,6.35,0.80,,,,
Amblyeleotris_steinitzi,2.93,0.47,,,,
Amblyeleotris_sungami,4.84,0.68,,,,
Amblygaster_sirm,25.00,1.40,,,,
Amblyglyphidodon_curacao,38.64,1.59,,,,
Amblyglyphidodon_leucogaster,42.67,1.63,,,,
Amblygobius_albimaculatus,18.84,1.28,,,,
Amblygobius_phalaena,7.71,0.89,,,,
Amblygobius_semicinctus,17.07,1.23,,,,
Amblyodipsas_unicolor,570.03,2.76,,,,
Amblyornis_flavifrons,120.00,2.08,,,,
Amblyornis_inornata,125.50,2.10,,,,
Amblyornis_inornatus,155.00,2.19,,,,
Amblyornis_macgregoriae,126.99,2.10,,,,
Amblyornis_subalaris,111.72,2.05,,,,
Amblyospiza_albifrons,39.12,1.59,,,,
Amblyospiza_albifrons_albifrons,55.05,1.74,,,,
Amblyospiza_albifrons_melanota,44.75,1.65,,,,
Amblyospiza_albifrons_unicolor,50.70,1.71,,,,
